Gene	Paper_title	Author	Year	Link	RPKM	Log2FC	P	Shared locus
LOC101927730	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
IFNLR1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
TLR6	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
FAM177B	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
FCGR1A	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
C9orf66	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
BNC2	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
CDCP1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
TNFSF18	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
TLR7	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
FCAR	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
TREML1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
LINC01468	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
MS4A14	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
LOC148696	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
PTGER4	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
CIITA	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
SIGLEC9	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
C2-AS1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
TLR2	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
LOC105375218	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
GPRIN3	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
TLR3	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
CELF2-AS1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
XIRP1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
KLHL6	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
SIGLEC14	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
TLR8	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
CLEC5A	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
DLEU7-AS1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
SLC11A1	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
AS-PTPRE	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
HIST1H2BG	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
SIRPB2	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
LOC100129083	An environment-dependent transcriptional network specifies human microglia identity	David Gosselin, Dylan Skola, Nicole G. Coufal, Inge R. Holtman, Johannes C.M. Schlachetzki, Eniko Sajti, Baptiste N. Jaeger, Carolyn O’Connor, Conor Fitzpatrick, Martina P. Pasillas, Monique Pena, Amy Adair, David G. Gonda, Michael L. Levy, Richard M. Ransohoff, Fred H. Gage, and Christopher K. Glass	2017	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5858585/				
