Gene	Title	Authors	Year	Link	RPKM	Log2FC	P	Shared locus
STYX	Genetic meta-analysis identifies 10 novel loci and functional pathways for Alzheimer's disease risk	Iris Jansen, Jeanne Savage, Kyoko Watanabe, Julien Bryois, Dylan Williams, Stacy Steinberg, Julia Sealock, Ida Karlsson, Sara Hagg, Lavinia Athanasiu, Nicola Voyle, Petroula Proitsi, Aree Witoelar, Sven Stringer, Dag Aarsland, Ina Almdahl, Fred Andersen, Sverre Bergh, Francesco Bettella, Sigurbjorn Bjornsson, Anne Braekhus, Geir Brathen, Christiaan de Leeuw, Rahul Desikan, Srdjan Djurovic, Logan Dumitrescu, Tormod Fladby, Timothy Homan, Palmi Jonsson, Arvid Rongve, Ingvild Saltvedt, Sigrid Sando, Geir Selbak, Nathan Skene, Jon Snaedal, Eystein Stordal, Ingun Ulstein, Yunpeng Wang, Linda White, Jens Hjerling-Leffler, Patrick Sullivan, Wiesje van der Flier, Richard Dobson, Lea Davis, Hreinn Stefansson, Kari Stefansson, Nancy Pedersen, Stephan Ripke, Ole Andreassen, Danielle Posthuma	2018	https://doi.org/10.1101/258533			1.84E-06	
HLA-DRB1	Genetic meta-analysis identifies 10 novel loci and functional pathways for Alzheimer's disease risk	Iris Jansen, Jeanne Savage, Kyoko Watanabe, Julien Bryois, Dylan Williams, Stacy Steinberg, Julia Sealock, Ida Karlsson, Sara Hagg, Lavinia Athanasiu, Nicola Voyle, Petroula Proitsi, Aree Witoelar, Sven Stringer, Dag Aarsland, Ina Almdahl, Fred Andersen, Sverre Bergh, Francesco Bettella, Sigurbjorn Bjornsson, Anne Braekhus, Geir Brathen, Christiaan de Leeuw, Rahul Desikan, Srdjan Djurovic, Logan Dumitrescu, Tormod Fladby, Timothy Homan, Palmi Jonsson, Arvid Rongve, Ingvild Saltvedt, Sigrid Sando, Geir Selbak, Nathan Skene, Jon Snaedal, Eystein Stordal, Ingun Ulstein, Yunpeng Wang, Linda White, Jens Hjerling-Leffler, Patrick Sullivan, Wiesje van der Flier, Richard Dobson, Lea Davis, Hreinn Stefansson, Kari Stefansson, Nancy Pedersen, Stephan Ripke, Ole Andreassen, Danielle Posthuma	2018	https://doi.org/10.1101/258533			2.21E-06	
TAOK2	Genetic meta-analysis identifies 10 novel loci and functional pathways for Alzheimer's disease risk	Iris Jansen, Jeanne Savage, Kyoko Watanabe, Julien Bryois, Dylan Williams, Stacy Steinberg, Julia Sealock, Ida Karlsson, Sara Hagg, Lavinia Athanasiu, Nicola Voyle, Petroula Proitsi, Aree Witoelar, Sven Stringer, Dag Aarsland, Ina Almdahl, Fred Andersen, Sverre Bergh, Francesco Bettella, Sigurbjorn Bjornsson, Anne Braekhus, Geir Brathen, Christiaan de Leeuw, Rahul Desikan, Srdjan Djurovic, Logan Dumitrescu, Tormod Fladby, Timothy Homan, Palmi Jonsson, Arvid Rongve, Ingvild Saltvedt, Sigrid Sando, Geir Selbak, Nathan Skene, Jon Snaedal, Eystein Stordal, Ingun Ulstein, Yunpeng Wang, Linda White, Jens Hjerling-Leffler, Patrick Sullivan, Wiesje van der Flier, Richard Dobson, Lea Davis, Hreinn Stefansson, Kari Stefansson, Nancy Pedersen, Stephan Ripke, Ole Andreassen, Danielle Posthuma	2018	https://doi.org/10.1101/258533			2.37E-06	
DEDD	Genetic meta-analysis identifies 10 novel loci and functional pathways for Alzheimer's disease risk	Iris Jansen, Jeanne Savage, Kyoko Watanabe, Julien Bryois, Dylan Williams, Stacy Steinberg, Julia Sealock, Ida Karlsson, Sara Hagg, Lavinia Athanasiu, Nicola Voyle, Petroula Proitsi, Aree Witoelar, Sven Stringer, Dag Aarsland, Ina Almdahl, Fred Andersen, Sverre Bergh, Francesco Bettella, Sigurbjorn Bjornsson, Anne Braekhus, Geir Brathen, Christiaan de Leeuw, Rahul Desikan, Srdjan Djurovic, Logan Dumitrescu, Tormod Fladby, Timothy Homan, Palmi Jonsson, Arvid Rongve, Ingvild Saltvedt, Sigrid Sando, Geir Selbak, Nathan Skene, Jon Snaedal, Eystein Stordal, Ingun Ulstein, Yunpeng Wang, Linda White, Jens Hjerling-Leffler, Patrick Sullivan, Wiesje van der Flier, Richard Dobson, Lea Davis, Hreinn Stefansson, Kari Stefansson, Nancy Pedersen, Stephan Ripke, Ole Andreassen, Danielle Posthuma	2018	https://doi.org/10.1101/258533			2.44E-06	
ZNF646	Genetic meta-analysis identifies 10 novel loci and functional pathways for Alzheimer's disease risk	Iris Jansen, Jeanne Savage, Kyoko Watanabe, Julien Bryois, Dylan Williams, Stacy Steinberg, Julia Sealock, Ida Karlsson, Sara Hagg, Lavinia Athanasiu, Nicola Voyle, Petroula Proitsi, Aree Witoelar, Sven Stringer, Dag Aarsland, Ina Almdahl, Fred Andersen, Sverre Bergh, Francesco Bettella, Sigurbjorn Bjornsson, Anne Braekhus, Geir Brathen, Christiaan de Leeuw, Rahul Desikan, Srdjan Djurovic, Logan Dumitrescu, Tormod Fladby, Timothy Homan, Palmi Jonsson, Arvid Rongve, Ingvild Saltvedt, Sigrid Sando, Geir Selbak, Nathan Skene, Jon Snaedal, Eystein Stordal, Ingun Ulstein, Yunpeng Wang, Linda White, Jens Hjerling-Leffler, Patrick Sullivan, Wiesje van der Flier, Richard Dobson, Lea Davis, Hreinn Stefansson, Kari Stefansson, Nancy Pedersen, Stephan Ripke, Ole Andreassen, Danielle Posthuma	2018	https://doi.org/10.1101/258533			2.50E-06	
CR1	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
CR1	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
PSEN2	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
BIN1	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
INPP5D	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
CASP8	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
KCNMB2	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
OSTN	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
UNC5C	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
GALNT7	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
MEF2C	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
SORCS2	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
PFDN1	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
HLA-DRB5	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
TREM2	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
NCR2	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
CD2AP	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
TPBG	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
COBL	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
AKAP9	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
PILRA	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
ZCWPW1	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
EPHA1	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
PLXNA4	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
PTK2B	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
CLU	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
TP53INP1	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
PDGFRL	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
PDGFRL	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
LMX1B	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
MVB12B	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
ECHDC3	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
SORCS1	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
SORCS3	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
CELF1	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
SPI1	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
MS4A6A	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
MS4A4A	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
MSA6	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
MSA6	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
PICALM	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
SORL1	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
C1QTNF4	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
SRRM4	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
SLCA10A2	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
SLCA10A2	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
FERMT2	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
PSEN1	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
SLC2A4A	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
PLD4	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
TRIP4	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
PLCG2	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
MAPT	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
KANSL1	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
ABI3	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
ACE	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
ABCA7	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
PLD3	One for all and all for one: improving replication of genetic studies through network diffusion	 Lancour D, Naj A, Mayeux R, Haines JL, Pericak-Vance MA, Schellenberg GC, et al	2018	https://doi.org/10.1371/journal.pgen.1007306				
