ensembl_gene_id	Gene.Symbol.x	glia.brain_logFC.x	P.Value	Gene.Symbol.y	glia.brain_logFC.y
ENSG00000253647	CTD-2270F17.1	6.395700164	3.18e-22	CTD-2270F17.1	6.4
ENSG00000253837	RP11-177H13.2	3.549569863	1.54e-19	RP11-177H13.2	3.55
ENSG00000253958	CLDN23	3.658575273	4.61e-17	CLDN23	3.66
ENSG00000254087	LYN	4.79844547	1.46e-34	LYN	4.8
ENSG00000254415	SIGLEC14	5.508690747	1.06e-12	SIGLEC14	5.51
ENSG00000254521	SIGLEC12	4.41625837	1.33e-14	SIGLEC12	4.42
ENSG00000254703	SENCR	3.507033793	1.03e-17	SENCR	3.51
ENSG00000254772	EEF1G	0.609617896	2.7e-06	EEF1G	0.61
ENSG00000254887	CTC-378H22.1	4.855693106	1.32e-25	CTC-378H22.1	4.86
ENSG00000254911	SCARNA9	0.591767277	1.02e-05	SCARNA9	0.59
ENSG00000254999	BRK1	-0.451270654	6.19e-05	BRK1	-0.45
ENSG00000255112	CHMP1B	-0.095014628	0.267018865	CHMP1B	-0.1
ENSG00000255274	TMPRSS4-AS1	3.956898925	6.55e-14	TMPRSS4-AS1	3.96
ENSG00000255823	MTRNR2L8	-0.550891176	0.314827474	MTRNR2L8	-0.55
ENSG00000255833	TIFAB	4.655647408	1.46e-20	TIFAB	4.66
ENSG00000256546	AC156455.1	3.777374355	4.96e-19	AC156455.1	3.78
ENSG00000256594	RP11-705C15.2	3.801720261	7.39e-28	RP11-705C15.2	3.8
ENSG00000256690	RP11-727F15.9	3.40134668	4.69e-15	RP11-727F15.9	3.4
ENSG00000256812	CAPNS2	5.933037713	1.19e-26	CAPNS2	5.93
ENSG00000257093	KIAA1147	0.861169871	1.7e-11	KIAA1147	0.86
ENSG00000257221	MIR4496	4.389788407	2.92e-23	MIR4496	4.39
ENSG00000257446	ZNF878	3.577520617	1.15e-16	ZNF878	3.58
ENSG00000258227	CLEC5A	6.172303429	8.68e-12	CLEC5A	6.17
ENSG00000258588	TRIM6-TRIM34	4.917375859	2.12e-32	TRIM6-TRIM34	4.92
ENSG00000258643	BCL2L2-PABPN1	0.558489389	1.72e-07	BCL2L2-PABPN1	0.56
ENSG00000258659	TRIM34	4.989772268	4.3e-31	TRIM34	4.99
ENSG00000258727	RP11-66N24.3	4.054514187	3.9e-29	RP11-66N24.3	4.05
ENSG00000259004	RP11-8L8.2	4.15052469	4.6e-21	RP11-8L8.2	4.15
ENSG00000259125	LRP1-AS	3.568551662	2.52e-17	LRP1-AS	3.57
ENSG00000259207	ITGB3	5.406066918	2.8e-23	ITGB3	5.41
ENSG00000260032	NORAD	-2.824373374	7.45e-46	NORAD	-2.82
ENSG00000260228	RP11-483P21.2	5.688193822	4.19e-21	RP11-483P21.2	5.69
ENSG00000260314	MRC1	5.355993645	1.19e-17	MRC1	5.36
ENSG00000261279	ULK4P1	3.890793531	1.03e-25	ULK4P1	3.89
ENSG00000261504	RP11-317P15.4	4.131903612	3.13e-18	RP11-317P15.4	4.13
ENSG00000261656	BEAN1-AS1	4.136951592	3.7e-24	BEAN1-AS1	4.14
ENSG00000261794	GOLGA8H	4.018693612	4.74e-25	GOLGA8H	4.02
ENSG00000262074	SNORD3B-2	-0.005770706	0.98300874	SNORD3B-2	-0.01
ENSG00000263001	GTF2I	-0.208995202	0.000338717	GTF2I	-0.21
ENSG00000263528	IKBKE	4.787535534	2.04e-30	IKBKE	4.79
ENSG00000263642	MIR4802	3.745801642	1.11e-18	MIR4802	3.75
ENSG00000263776	SNORA4	1.949184457	1.7e-12	SNORA4	1.95
ENSG00000263831	MIR378E	4.589574995	3.22e-31	MIR378E	4.59
ENSG00000263934	SNORD3A	-0.998525197	0.000725832	SNORD3A	-1
ENSG00000264063	MIR3687-2	4.50446061	7.14e-10	MIR3687-2	4.5
ENSG00000264229	RNU4ATAC	2.402181789	4.74e-11	RNU4ATAC	2.4
ENSG00000264462	MIR3648-2	4.325677131	3.63e-11	MIR3648-2	4.33
ENSG00000264653	MIR5194	3.347978311	2.61e-17	MIR5194	3.35
ENSG00000264707	L3MBTL4-AS1	5.203813044	4e-26	L3MBTL4-AS1	5.2
ENSG00000264773	MIR4420	4.285790118	5.77e-25	MIR4420	4.29
ENSG00000264940	SNORD3C	0.974377235	0.001097075	SNORD3C	0.97
ENSG00000265112	MIR3153	4.588493381	2.93e-17	MIR3153	4.59
ENSG00000265185	SNORD3B-1	-0.029258336	0.90794071	SNORD3B-1	-0.03
ENSG00000265195	MIR4312	3.39609944	1.09e-18	MIR4312	3.4
ENSG00000265206	MIR142	5.990896609	2.31e-29	MIR142	5.99
ENSG00000265527	MIR5690	3.814866344	2.63e-09	MIR5690	3.81
ENSG00000265565	MIR3143	4.344499209	5.2e-18	MIR3143	4.34
ENSG00000265658	MIR3690	4.521545375	6.75e-18	MIR3690	4.52
ENSG00000265681	RPL17	0.51617208	2.92e-06	RPL17	0.52
ENSG00000265871	MIR3174	4.904153729	1.75e-26	MIR3174	4.9
ENSG00000265874	MIR4489	3.433024971	3.73e-22	MIR4489	3.43
ENSG00000265972	TXNIP	2.281618168	3.71e-14	TXNIP	2.28
ENSG00000266017	MIR4477B	1.598362398	5.42e-13	MIR4477B	1.6
ENSG00000266019	MIR3609	0.869272178	3.82e-06	MIR3609	0.87
ENSG00000266028	SRGAP2	4.038279786	6.98e-43	SRGAP2	4.04
ENSG00000266146	MIR5190	3.495723538	2.15e-18	MIR5190	3.5
ENSG00000266258	RP11-41O4.1	4.262007418	3.98e-14	RP11-41O4.1	4.26
ENSG00000266412	NCOA4	0.266742866	0.008761995	NCOA4	0.27
ENSG00000266421	MIR4451	4.070095287	1.46e-20	MIR4451	4.07
ENSG00000267169	CTB-55O6.12	3.595903949	2.73e-27	CTB-55O6.12	3.6
ENSG00000267291	CTB-186G2.1	3.434318636	1.35e-19	CTB-186G2.1	3.43
ENSG00000267519	MIR24-2	4.278539697	2.7e-18	MIR24-2	4.28
ENSG00000268001	CARD8-AS1	3.33473215	3.29e-18	CARD8-AS1	3.33
ENSG00000268500	AC018755.18	5.746503965	1.1e-25	AC018755.18	5.75
ENSG00000268650	AC068499.10	3.810504372	1.34e-18	AC068499.10	3.81
ENSG00000268758	ADGRE4P	6.299018773	2.19e-11	ADGRE4P	6.3
ENSG00000269028	MTRNR2L12	-1.329640035	0.015326105	MTRNR2L12	-1.33
ENSG00000269220	LINC00528	5.230079393	8.14e-26	LINC00528	5.23
ENSG00000269404	SPIB	3.517986408	9.46e-15	SPIB	3.52
ENSG00000269893	SNHG8	0.948675826	7.71e-08	SNHG8	0.95
ENSG00000269900	RMRP	1.108875183	3.42e-07	RMRP	1.11
ENSG00000270066	SCARNA2	0.934067201	0.000175901	SCARNA2	0.93
ENSG00000270164	LINC01480	6.045231823	8.34e-20	LINC01480	6.05
ENSG00000270800	RPS10-NUDT3	0.138392103	0.155374224	RPS10-NUDT3	0.14
ENSG00000271605	MILR1	6.13093139	1.16e-29	MILR1	6.13
ENSG00000271982	SNORD58B	1.158920421	7.32e-06	SNORD58B	1.16
ENSG00000272196	HIST2H2AA4	3.804193037	4.33e-23	HIST2H2AA4	3.8
ENSG00000272325	NUDT3	-1.507498256	6.5e-26	NUDT3	-1.51
ENSG00000272533	SNORA28	1.681248519	1.75e-10	SNORA28	1.68
ENSG00000273409	RP11-480C22.1	4.718980987	4.69e-20	RP11-480C22.1	4.72
ENSG00000273542	HIST1H4K	-1.012744764	2.93e-06	HIST1H4K	-1.01
ENSG00000273544	SNORA44	2.972005345	7.26e-12	SNORA44	2.97
ENSG00000273730	RNA5-8S5	3.734307021	4.69e-11	RNA5-8S5	3.73
ENSG00000273749	CYFIP1	3.816846192	2.4e-34	CYFIP1	3.82
ENSG00000273802	HIST1H2BG	2.585268497	6.89e-15	HIST1H2BG	2.59
ENSG00000274012	RN7SL2	-3.130398015	5.04e-23	RN7SL2	-3.13
ENSG00000274034	MIR6813	3.581190449	6.93e-21	MIR6813	3.58
ENSG00000274134	MIR6774	4.185678697	7.45e-21	MIR6774	4.19
ENSG00000274290	HIST1H2BE	1.455057967	2.95e-08	HIST1H2BE	1.46
ENSG00000274536	MIR223	6.159321001	1.01e-28	MIR223	6.16
ENSG00000274641	HIST1H2BO	4.593035183	2.39e-18	HIST1H2BO	4.59
ENSG00000274917	RNA5-8S5	3.746133753	4.77e-11	RNA5-8S5	3.75
ENSG00000274978	RNU11	1.830713121	8.18e-10	RNU11	1.83
ENSG00000274997	HIST1H2AH	4.207489172	4.32e-16	HIST1H2AH	4.21
ENSG00000275022	MIR6753	3.898960601	8.88e-18	MIR6753	3.9
ENSG00000275023	MLLT6	0.958520917	1.62e-14	MLLT6	0.96
ENSG00000275110	MIR6087	3.764194038	8.84e-14	MIR6087	3.76
ENSG00000275126	HIST1H4L	4.291464974	2.54e-21	HIST1H4L	4.29
ENSG00000275215	RNA5-8S5	3.699621293	2.62e-11	RNA5-8S5	3.7
ENSG00000275302	CCL4	4.95087068	8.69e-10	CCL4	4.95
ENSG00000275356	C7orf77	3.42673824	3.28e-11	C7orf77	3.43
ENSG00000275379	HIST1H3I	5.247594033	3.69e-27	HIST1H3I	5.25
ENSG00000275395	FCGBP	5.514836655	6.37e-20	FCGBP	5.51
ENSG00000275538	RNVU1-19	3.675221257	2.17e-05	RNVU1-19	3.68
ENSG00000275585	CH17-118O6.3	5.817979591	4.33e-20	CH17-118O6.3	5.82
ENSG00000275708	MIR3648-1	4.523379509	8.84e-12	MIR3648-1	4.52
ENSG00000275713	HIST1H2BH	4.525909686	1.46e-18	HIST1H2BH	4.53
ENSG00000275714	HIST1H3A	0.492591906	0.019172584	HIST1H3A	0.49
ENSG00000275757	RNA5-8S5	3.488380326	1.74e-09	RNA5-8S5	3.49
ENSG00000275994	SNORA24	3.254125907	7.17e-19	SNORA24	3.25
ENSG00000275996	SNORD27	3.784692569	7.42e-18	SNORD27	3.78
ENSG00000276070	CCL4L2	3.534766788	3.88e-07	CCL4L2	3.53
ENSG00000276085	CCL3L3	5.305618638	3.28e-12	CCL3L3	5.31
ENSG00000276168	RN7SL1	-3.34958237	6.29e-24	RN7SL1	-3.35
ENSG00000276231	PIK3R6	6.625645379	3.4e-33	PIK3R6	6.63
ENSG00000276291	FRG1HP	0.468744378	0.000146095	FRG1HP	0.47
ENSG00000276410	HIST1H2BB	2.184614316	1.7e-15	HIST1H2BB	2.18
ENSG00000276700	RNA5-8S5	3.496375987	1.84e-09	RNA5-8S5	3.5
ENSG00000276788	SNORD26	3.813869165	5.58e-18	SNORD26	3.81
ENSG00000276903	HIST1H2AL	4.929406086	3.72e-21	HIST1H2AL	4.93
ENSG00000276961	MIR7848	4.097124094	7.76e-20	MIR7848	4.1
ENSG00000276966	HIST1H4E	-1.204624429	1.73e-15	HIST1H4E	-1.2
ENSG00000277075	HIST1H2AE	1.720986412	1.12e-11	HIST1H2AE	1.72
ENSG00000277157	HIST1H4D	-1.721384851	1.13e-14	HIST1H4D	-1.72
ENSG00000277194	SNORD22	2.695536312	1.74e-12	SNORD22	2.7
ENSG00000277224	HIST1H2BF	3.21800183	3.72e-13	HIST1H2BF	3.22
ENSG00000277402	MIR6891	3.415550577	2.22e-21	MIR6891	3.42
ENSG00000277437	MIR3687-1	4.612539383	4.66e-10	MIR3687-1	4.61
ENSG00000277443	MARCKS	1.174129655	1.37e-13	MARCKS	1.17
ENSG00000277632	CCL3	5.725633245	9.29e-11	CCL3	5.73
ENSG00000277739	RNA5-8S5	3.74389892	4.66e-11	RNA5-8S5	3.74
ENSG00000277778	PGM5P2	5.044878352	2.29e-24	PGM5P2	5.04
ENSG00000277985	SNORA67	2.511070398	3.02e-20	SNORA67	2.51
ENSG00000278189	RNA5-8S5	3.737700349	4.63e-11	RNA5-8S5	3.74
ENSG00000278233	RNA5-8S5	3.700984763	2.6e-11	RNA5-8S5	3.7
ENSG00000278249	SCARNA2	0.933478745	0.000177825	SCARNA2	0.93
ENSG00000278267	MIR6859-1	1.604774351	9.51e-08	MIR6859-1	1.6
ENSG00000278274	SNORA61	2.146971789	3.31e-10	SNORA61	2.15
ENSG00000278588	HIST1H2BI	3.791966455	1.85e-14	HIST1H2BI	3.79
ENSG00000278677	HIST1H2AM	4.778375321	6.68e-22	HIST1H2AM	4.78
ENSG00000278705	HIST1H4B	0.779452684	3.41e-05	HIST1H4B	0.78
ENSG00000278709	NKILA	3.883483366	1.39e-19	NKILA	3.88
ENSG00000279094	CH507-24F1.1	3.365865527	1.52e-07	CH507-24F1.1	3.37
ENSG00000279873	LINC01126	4.11744797	1.24e-21	LINC01126	4.12
ENSG00000280018	CH507-154B10.2	3.517450084	2.99e-06	CH507-154B10.2	3.52
ENSG00000280968	MIR3653	3.297404181	7.76e-20	MIR3653	3.3
ENSG00000281000	SNORD3D	-0.458358122	0.121085245	SNORD3D	-0.46
ENSG00000281103	TRG-AS1	3.663321183	9.76e-13	TRG-AS1	3.66
ENSG00000281376	ABALON	3.433745676	3.18e-14	ABALON	3.43
ENSG00000281404	LINC01176	3.76263034	1.29e-20	LINC01176	3.76
ENSG00000281842	MIR1291	-0.033555762	0.883074399	MIR1291	-0.03
ENSG00000281887	GIMAP1-GIMAP5	3.581249338	6.97e-22	GIMAP1-GIMAP5	3.58
